TS,SN,Status,Watts,Lumens,Temp,Voltage
2020-04-03 20:00:00,SMBLB4,1,9.94,657.13,120.4,120
2020-04-03 21:00:00,SMBLB4,1,10.26,657.11,119.4,119
2020-04-03 22:00:00,SMBLB4,1,10.46,657.09,119.4,121
2020-04-03 23:00:00,SMBLB4,0,0.06,0.0,55.9,121
2020-04-04 00:00:00,SMBLB4,0,0.05,0.0,56.1,121
2020-04-04 01:00:00,SMBLB4,0,0.06,0.0,56.8,120
2020-04-04 02:00:00,SMBLB4,0,0.05,0.0,58.1,119
2020-04-04 03:00:00,SMBLB4,0,0.05,0.0,58.8,120
2020-04-04 04:00:00,SMBLB4,0,0.05,0.0,59.8,119
2020-04-04 05:00:00,SMBLB4,0,0.05,0.0,60.5,120
2020-04-04 06:00:00,SMBLB4,1,10.45,657.08,119.3,120
2020-04-04 07:00:00,SMBLB4,1,9.94,657.06,119.0,120
2020-04-04 08:00:00,SMBLB4,1,10.15,657.04,119.9,120
2020-04-04 09:00:00,SMBLB4,0,0.05,0.0,58.1,119
2020-04-04 10:00:00,SMBLB4,0,0.05,0.0,58.7,119
2020-04-04 11:00:00,SMBLB4,0,0.05,0.0,56.1,121
2020-04-04 12:00:00,SMBLB4,0,0.05,0.0,56.9,120
2020-04-04 13:00:00,SMBLB4,0,0.05,0.0,55.7,121
2020-04-04 14:00:00,SMBLB4,0,0.05,0.0,55.1,121
2020-04-04 15:00:00,SMBLB4,0,0.05,0.0,55.5,120
2020-04-04 16:00:00,SMBLB4,0,0.06,0.0,55.2,120
2020-04-04 17:00:00,SMBLB4,0,0.05,0.0,56.7,120
2020-04-04 18:00:00,SMBLB4,0,0.05,0.0,57.6,119
2020-04-04 19:00:00,SMBLB4,1,9.98,657.02,119.1,120
2020-04-04 20:00:00,SMBLB4,1,9.74,657.0,119.7,119
2020-04-04 21:00:00,SMBLB4,1,9.65,656.99,119.5,120
2020-04-04 22:00:00,SMBLB4,1,9.53,656.97,120.4,121
2020-04-04 23:00:00,SMBLB4,0,0.06,0.0,60.5,120
2020-04-05 00:00:00,SMBLB4,0,0.05,0.0,59.8,121
2020-04-05 01:00:00,SMBLB4,0,0.05,0.0,57.5,121
2020-04-05 02:00:00,SMBLB4,0,0.06,0.0,57.1,119
2020-04-05 03:00:00,SMBLB4,0,0.05,0.0,56.6,120
2020-04-05 04:00:00,SMBLB4,0,0.05,0.0,56.3,121
2020-04-05 05:00:00,SMBLB4,0,0.04,0.0,54.4,121
2020-04-05 06:00:00,SMBLB4,0,0.05,0.0,55.6,120
2020-04-05 07:00:00,SMBLB4,0,0.05,0.0,54.7,121
2020-04-05 08:00:00,SMBLB4,0,0.04,0.0,56.0,121
2020-04-05 09:00:00,SMBLB4,0,0.05,0.0,56.9,121
2020-04-05 10:00:00,SMBLB4,0,0.05,0.0,58.9,120
2020-04-05 11:00:00,SMBLB4,0,0.05,0.0,59.3,119
2020-04-05 12:00:00,SMBLB4,0,0.05,0.0,60.4,119
2020-04-05 13:00:00,SMBLB4,0,0.05,0.0,60.9,121
2020-04-05 14:00:00,SMBLB4,0,0.05,0.0,60.7,121
2020-04-05 15:00:00,SMBLB4,0,0.05,0.0,60.6,121
2020-04-05 16:00:00,SMBLB4,0,0.05,0.0,59.5,120
2020-04-05 17:00:00,SMBLB4,0,0.05,0.0,57.8,120
2020-04-05 18:00:00,SMBLB4,0,0.05,0.0,56.8,121
2020-04-05 19:00:00,SMBLB4,1,10.54,656.95,151.6,120
2020-04-05 20:00:00,SMBLB4,1,9.8,656.93,149.8,119
2020-04-05 21:00:00,SMBLB4,1,10.17,656.91,150.8,121
2020-04-05 22:00:00,SMBLB4,1,10.09,656.9,151.7,119
2020-04-05 23:00:00,SMBLB4,0,0.05,0.0,54.8,120
2020-04-06 00:00:00,SMBLB4,0,0.05,0.0,56.1,120
2020-04-06 01:00:00,SMBLB4,0,0.05,0.0,57.8,120
2020-04-06 02:00:00,SMBLB4,0,0.05,0.0,59.2,119
2020-04-06 03:00:00,SMBLB4,0,0.05,0.0,59.5,119
2020-04-06 04:00:00,SMBLB4,0,0.05,0.0,60.6,121
2020-04-06 05:00:00,SMBLB4,0,0.05,0.0,61.7,121
2020-04-06 06:00:00,SMBLB4,0,0.05,0.0,60.9,120
2020-04-06 07:00:00,SMBLB4,0,0.05,0.0,60.5,121
2020-04-06 08:00:00,SMBLB4,0,0.05,0.0,59.8,120
2020-04-06 09:00:00,SMBLB4,0,0.06,0.0,57.6,119
2020-04-06 10:00:00,SMBLB4,0,0.05,0.0,57.3,120
2020-04-06 11:00:00,SMBLB4,0,0.05,0.0,55.7,119
2020-04-06 12:00:00,SMBLB4,0,0.06,0.0,55.7,120
2020-04-06 13:00:00,SMBLB4,0,0.05,0.0,55.5,119
2020-04-06 14:00:00,SMBLB4,0,0.05,0.0,53.9,120
2020-04-06 15:00:00,SMBLB4,0,0.05,0.0,56.2,120
2020-04-06 16:00:00,SMBLB4,0,0.05,0.0,57.8,119
2020-04-06 17:00:00,SMBLB4,0,0.05,0.0,58.8,120
2020-04-06 18:00:00,SMBLB4,0,0.05,0.0,58.9,121
2020-04-06 19:00:00,SMBLB4,1,9.69,656.88,150.9,119
2020-04-06 20:00:00,SMBLB4,1,9.71,656.86,151.7,119
2020-04-06 21:00:00,SMBLB4,1,9.68,656.84,152.0,120
2020-04-06 22:00:00,SMBLB4,1,10.18,656.83,152.2,119
2020-04-06 23:00:00,SMBLB4,0,0.06,0.0,60.2,119
2020-04-07 00:00:00,SMBLB4,0,0.05,0.0,58.7,121
2020-04-07 01:00:00,SMBLB4,0,0.05,0.0,57.1,120
2020-04-07 02:00:00,SMBLB4,0,0.05,0.0,56.0,119
2020-04-07 03:00:00,SMBLB4,0,0.05,0.0,56.0,120
2020-04-07 04:00:00,SMBLB4,0,0.05,0.0,55.4,119
2020-04-07 05:00:00,SMBLB4,0,0.05,0.0,54.9,120
2020-04-07 06:00:00,SMBLB4,1,10.48,656.81,150.1,120
2020-04-07 07:00:00,SMBLB4,1,9.93,656.79,151.6,119
2020-04-07 08:00:00,SMBLB4,1,10.23,656.77,151.1,120
2020-04-07 09:00:00,SMBLB4,0,0.05,0.0,57.8,119
2020-04-07 10:00:00,SMBLB4,0,0.05,0.0,59.4,121
2020-04-07 11:00:00,SMBLB4,0,0.04,0.0,59.8,121
2020-04-07 12:00:00,SMBLB4,0,0.05,0.0,60.5,119
2020-04-07 13:00:00,SMBLB4,0,0.05,0.0,62.0,120
2020-04-07 14:00:00,SMBLB4,0,0.05,0.0,60.1,121
2020-04-07 15:00:00,SMBLB4,0,0.04,0.0,59.8,119
2020-04-07 16:00:00,SMBLB4,0,0.05,0.0,59.0,119
2020-04-07 17:00:00,SMBLB4,0,0.06,0.0,58.7,119
2020-04-07 18:00:00,SMBLB4,1,9.89,656.75,149.8,120
2020-04-07 19:00:00,SMBLB4,1,10.0,656.74,151.1,121
2020-04-07 20:00:00,SMBLB4,1,10.53,656.72,152.4,121
2020-04-07 21:00:00,SMBLB4,1,10.6,656.7,152.1,120
2020-04-07 22:00:00,SMBLB4,1,10.35,656.68,151.2,121
2020-04-07 23:00:00,SMBLB4,0,0.05,0.0,57.2,120
2020-04-08 00:00:00,SMBLB4,0,0.06,0.0,57.0,119
2020-04-08 01:00:00,SMBLB4,0,0.05,0.0,58.3,120
2020-04-08 02:00:00,SMBLB4,0,0.04,0.0,60.7,120
2020-04-08 03:00:00,SMBLB4,0,0.05,0.0,60.6,120
2020-04-08 04:00:00,SMBLB4,0,0.05,0.0,60.7,119
2020-04-08 05:00:00,SMBLB4,0,0.05,0.0,61.5,121
2020-04-08 06:00:00,SMBLB4,1,9.93,656.66,151.6,119
2020-04-08 07:00:00,SMBLB4,1,10.18,656.65,148.5,120
2020-04-08 08:00:00,SMBLB4,0,0.05,0.0,58.3,120
2020-04-08 09:00:00,SMBLB4,0,0.05,0.0,57.7,120
2020-04-08 10:00:00,SMBLB4,0,0.05,0.0,57.0,119
2020-04-08 11:00:00,SMBLB4,0,0.06,0.0,56.0,120
2020-04-08 12:00:00,SMBLB4,0,0.05,0.0,55.1,121
2020-04-08 13:00:00,SMBLB4,0,0.05,0.0,55.5,119
2020-04-08 14:00:00,SMBLB4,0,0.05,0.0,55.9,119
2020-04-08 15:00:00,SMBLB4,0,0.05,0.0,55.5,119
2020-04-08 16:00:00,SMBLB4,0,0.05,0.0,57.3,120
2020-04-08 17:00:00,SMBLB4,0,0.05,0.0,60.1,120
2020-04-08 18:00:00,SMBLB4,0,0.05,0.0,60.7,119
2020-04-08 19:00:00,SMBLB4,1,10.07,656.63,150.7,119
2020-04-08 20:00:00,SMBLB4,1,10.51,656.61,148.8,121
2020-04-08 21:00:00,SMBLB4,1,10.1,656.59,150.2,121
2020-04-08 22:00:00,SMBLB4,1,9.73,656.57,152.4,119
2020-04-08 23:00:00,SMBLB4,0,0.05,0.0,60.3,121
2020-04-09 00:00:00,SMBLB4,0,0.05,0.0,57.8,119
2020-04-09 01:00:00,SMBLB4,0,0.05,0.0,56.2,119
2020-04-09 02:00:00,SMBLB4,0,0.05,0.0,56.2,120
2020-04-09 03:00:00,SMBLB4,0,0.06,0.0,55.3,121
2020-04-09 04:00:00,SMBLB4,0,0.05,0.0,55.0,121
2020-04-09 05:00:00,SMBLB4,0,0.05,0.0,54.5,121
2020-04-09 06:00:00,SMBLB4,1,10.61,656.56,150.1,119
2020-04-09 07:00:00,SMBLB4,1,9.89,656.54,150.7,119
2020-04-09 08:00:00,SMBLB4,1,10.17,656.52,151.4,120
2020-04-09 09:00:00,SMBLB4,0,0.05,0.0,59.3,119
2020-04-09 10:00:00,SMBLB4,0,0.05,0.0,60.6,119
2020-04-09 11:00:00,SMBLB4,0,0.05,0.0,61.1,121
2020-04-09 12:00:00,SMBLB4,0,0.06,0.0,60.2,119
2020-04-09 13:00:00,SMBLB4,0,0.05,0.0,61.5,121
2020-04-09 14:00:00,SMBLB4,0,0.05,0.0,60.2,121
2020-04-09 15:00:00,SMBLB4,0,0.05,0.0,58.9,120
2020-04-09 16:00:00,SMBLB4,0,0.05,0.0,59.0,120
2020-04-09 17:00:00,SMBLB4,0,0.05,0.0,56.6,120
2020-04-09 18:00:00,SMBLB4,1,9.97,656.5,149.9,120
2020-04-09 19:00:00,SMBLB4,1,9.8,656.49,149.9,121
2020-04-09 20:00:00,SMBLB4,1,9.65,656.47,150.7,119
2020-04-09 21:00:00,SMBLB4,1,9.83,656.45,150.6,119
2020-04-09 22:00:00,SMBLB4,1,10.47,656.43,149.6,120
2020-04-09 23:00:00,SMBLB4,0,0.05,0.0,57.8,120
2020-04-10 00:00:00,SMBLB4,0,0.05,0.0,58.0,121
2020-04-10 01:00:00,SMBLB4,0,0.05,0.0,59.1,119
2020-04-10 02:00:00,SMBLB4,0,0.05,0.0,60.1,120
2020-04-10 03:00:00,SMBLB4,0,0.05,0.0,61.4,120
2020-04-10 04:00:00,SMBLB4,0,0.06,0.0,59.3,120
2020-04-10 05:00:00,SMBLB4,0,0.05,0.0,61.4,119
2020-04-10 06:00:00,SMBLB4,1,10.17,656.41,150.3,119
2020-04-10 07:00:00,SMBLB4,0,0.05,0.0,58.2,121
2020-04-10 08:00:00,SMBLB4,0,0.05,0.0,58.0,121
2020-04-10 09:00:00,SMBLB4,0,0.06,0.0,56.0,119
2020-04-10 10:00:00,SMBLB4,0,0.05,0.0,56.4,119
2020-04-10 11:00:00,SMBLB4,0,0.05,0.0,55.1,121
2020-04-10 12:00:00,SMBLB4,0,0.04,0.0,55.7,119
2020-04-10 13:00:00,SMBLB4,0,0.05,0.0,56.0,119
2020-04-10 14:00:00,SMBLB4,0,0.05,0.0,57.1,121
2020-04-10 15:00:00,SMBLB4,0,0.06,0.0,57.9,119
2020-04-10 16:00:00,SMBLB4,0,0.05,0.0,59.1,121
2020-04-10 17:00:00,SMBLB4,0,0.05,0.0,61.1,119
2020-04-10 18:00:00,SMBLB4,0,0.05,0.0,61.3,119
2020-04-10 19:00:00,SMBLB4,1,10.46,656.4,152.3,120
2020-04-10 20:00:00,SMBLB4,1,10.26,656.38,149.0,119
2020-04-10 21:00:00,SMBLB4,1,9.88,656.36,150.2,119
2020-04-10 22:00:00,SMBLB4,1,10.01,656.34,151.4,119
2020-04-10 23:00:00,SMBLB4,0,0.05,0.0,57.5,120
2020-04-11 00:00:00,SMBLB4,0,0.05,0.0,56.7,120
2020-04-11 01:00:00,SMBLB4,0,0.05,0.0,56.5,119
2020-04-11 02:00:00,SMBLB4,0,0.05,0.0,55.7,120
2020-04-11 03:00:00,SMBLB4,0,0.05,0.0,55.4,121
2020-04-11 04:00:00,SMBLB4,0,0.05,0.0,54.8,121
2020-04-11 05:00:00,SMBLB4,0,0.05,0.0,56.6,120
2020-04-11 06:00:00,SMBLB4,0,0.05,0.0,57.3,119
2020-04-11 07:00:00,SMBLB4,0,0.05,0.0,57.9,121
2020-04-11 08:00:00,SMBLB4,0,0.05,0.0,59.2,121
2020-04-11 09:00:00,SMBLB4,0,0.05,0.0,58.5,121
2020-04-11 10:00:00,SMBLB4,0,0.05,0.0,61.1,119
2020-04-11 11:00:00,SMBLB4,0,0.05,0.0,60.3,121
2020-04-11 12:00:00,SMBLB4,0,0.05,0.0,61.9,119
2020-04-11 13:00:00,SMBLB4,0,0.05,0.0,60.3,119
2020-04-11 14:00:00,SMBLB4,0,0.05,0.0,58.6,121
2020-04-11 15:00:00,SMBLB4,0,0.05,0.0,57.9,121
2020-04-11 16:00:00,SMBLB4,0,0.05,0.0,56.2,120
2020-04-11 17:00:00,SMBLB4,0,0.05,0.0,55.7,119
2020-04-11 18:00:00,SMBLB4,0,0.05,0.0,55.3,121
2020-04-11 19:00:00,SMBLB4,1,10.38,656.32,148.7,121
2020-04-11 20:00:00,SMBLB4,1,9.9,656.31,149.4,119
2020-04-11 21:00:00,SMBLB4,1,9.71,656.29,152.3,121
2020-04-11 22:00:00,SMBLB4,1,10.11,656.27,152.1,119
2020-04-11 23:00:00,SMBLB4,0,0.05,0.0,57.6,121
2020-04-12 00:00:00,SMBLB4,0,0.05,0.0,60.0,119
2020-04-12 01:00:00,SMBLB4,0,0.05,0.0,61.5,120
2020-04-12 02:00:00,SMBLB4,0,0.05,0.0,60.8,119
2020-04-12 03:00:00,SMBLB4,0,0.05,0.0,61.0,119
2020-04-12 04:00:00,SMBLB4,0,0.05,0.0,61.6,120
2020-04-12 05:00:00,SMBLB4,0,0.04,0.0,60.8,121
2020-04-12 06:00:00,SMBLB4,0,0.05,0.0,59.2,120
2020-04-12 07:00:00,SMBLB4,0,0.05,0.0,57.1,120
2020-04-12 08:00:00,SMBLB4,0,0.04,0.0,55.6,120
2020-04-12 09:00:00,SMBLB4,0,0.05,0.0,55.7,121
2020-04-12 10:00:00,SMBLB4,0,0.05,0.0,54.7,121
2020-04-12 11:00:00,SMBLB4,0,0.05,0.0,53.7,120
2020-04-12 12:00:00,SMBLB4,0,0.05,0.0,56.1,120
2020-04-12 13:00:00,SMBLB4,0,0.05,0.0,56.7,121
2020-04-12 14:00:00,SMBLB4,0,0.05,0.0,57.9,121
2020-04-12 15:00:00,SMBLB4,0,0.05,0.0,58.4,121
2020-04-12 16:00:00,SMBLB4,0,0.05,0.0,60.3,121
2020-04-12 17:00:00,SMBLB4,0,0.05,0.0,60.4,119
2020-04-12 18:00:00,SMBLB4,0,0.05,0.0,60.6,119
2020-04-12 19:00:00,SMBLB4,1,9.98,656.25,149.4,119
2020-04-12 20:00:00,SMBLB4,1,10.37,656.24,150.7,119
2020-04-12 21:00:00,SMBLB4,1,9.6,656.22,152.5,119
2020-04-12 22:00:00,SMBLB4,1,9.72,656.2,149.9,121
2020-04-12 23:00:00,SMBLB4,0,0.05,0.0,58.2,121
2020-04-13 00:00:00,SMBLB4,0,0.05,0.0,56.4,120
2020-04-13 01:00:00,SMBLB4,0,0.05,0.0,56.5,121
2020-04-13 02:00:00,SMBLB4,0,0.05,0.0,55.6,120
2020-04-13 03:00:00,SMBLB4,0,0.05,0.0,55.2,120
2020-04-13 04:00:00,SMBLB4,0,0.05,0.0,57.2,119
2020-04-13 05:00:00,SMBLB4,0,0.05,0.0,56.8,119
2020-04-13 06:00:00,SMBLB4,1,9.98,656.18,150.2,119
2020-04-13 07:00:00,SMBLB4,1,10.14,656.16,149.6,121
2020-04-13 08:00:00,SMBLB4,1,10.67,656.15,152.4,119
2020-04-13 09:00:00,SMBLB4,0,0.05,0.0,61.0,120
2020-04-13 10:00:00,SMBLB4,0,0.05,0.0,60.6,121
2020-04-13 11:00:00,SMBLB4,0,0.05,0.0,61.4,121
2020-04-13 12:00:00,SMBLB4,0,0.05,0.0,59.8,121
2020-04-13 13:00:00,SMBLB4,0,0.05,0.0,59.5,121
2020-04-13 14:00:00,SMBLB4,0,0.05,0.0,56.7,119
2020-04-13 15:00:00,SMBLB4,0,0.05,0.0,56.6,120
2020-04-13 16:00:00,SMBLB4,0,0.04,0.0,54.5,119
2020-04-13 17:00:00,SMBLB4,0,0.05,0.0,55.1,119
2020-04-13 18:00:00,SMBLB4,0,0.05,0.0,54.6,120
2020-04-13 19:00:00,SMBLB4,1,10.25,656.13,151.3,121
2020-04-13 20:00:00,SMBLB4,1,10.28,656.11,152.0,119
2020-04-13 21:00:00,SMBLB4,1,9.59,656.09,152.2,121
2020-04-13 22:00:00,SMBLB4,1,9.87,656.07,152.3,120
2020-04-13 23:00:00,SMBLB4,0,0.05,0.0,60.0,119
2020-04-14 00:00:00,SMBLB4,0,0.05,0.0,60.5,119
2020-04-14 01:00:00,SMBLB4,0,0.05,0.0,61.0,121
2020-04-14 02:00:00,SMBLB4,0,0.05,0.0,62.5,119
2020-04-14 03:00:00,SMBLB4,0,0.05,0.0,61.7,119
2020-04-14 04:00:00,SMBLB4,0,0.05,0.0,58.3,120
2020-04-14 05:00:00,SMBLB4,0,0.05,0.0,57.8,120
2020-04-14 06:00:00,SMBLB4,1,10.51,656.06,148.5,121
2020-04-14 07:00:00,SMBLB4,1,10.43,656.04,148.6,120
2020-04-14 08:00:00,SMBLB4,1,10.13,656.02,149.1,121
2020-04-14 09:00:00,SMBLB4,0,0.05,0.0,54.6,120
2020-04-14 10:00:00,SMBLB4,0,0.06,0.0,55.7,121
2020-04-14 11:00:00,SMBLB4,0,0.05,0.0,55.5,119
2020-04-14 12:00:00,SMBLB4,0,0.05,0.0,56.0,120
2020-04-14 13:00:00,SMBLB4,0,0.05,0.0,57.5,119
2020-04-14 14:00:00,SMBLB4,0,0.05,0.0,59.3,120
2020-04-14 15:00:00,SMBLB4,0,0.05,0.0,60.9,121
2020-04-14 16:00:00,SMBLB4,0,0.05,0.0,61.0,119
2020-04-14 17:00:00,SMBLB4,0,0.04,0.0,60.4,119
2020-04-14 18:00:00,SMBLB4,0,0.05,0.0,60.4,119
2020-04-14 19:00:00,SMBLB4,1,9.98,656.0,150.6,121
2020-04-14 20:00:00,SMBLB4,1,9.87,655.99,150.2,119
2020-04-14 21:00:00,SMBLB4,1,10.68,655.97,149.2,120
2020-04-14 22:00:00,SMBLB4,1,10.29,655.95,152.2,119
2020-04-14 23:00:00,SMBLB4,0,0.05,0.0,55.8,120
2020-04-15 00:00:00,SMBLB4,0,0.05,0.0,55.7,120
2020-04-15 01:00:00,SMBLB4,0,0.05,0.0,54.7,121
2020-04-15 02:00:00,SMBLB4,0,0.05,0.0,54.7,120
2020-04-15 03:00:00,SMBLB4,0,0.05,0.0,55.8,119
2020-04-15 04:00:00,SMBLB4,0,0.05,0.0,55.6,119
2020-04-15 05:00:00,SMBLB4,0,0.05,0.0,58.5,120
2020-04-15 06:00:00,SMBLB4,1,10.38,655.93,151.2,120
2020-04-15 07:00:00,SMBLB4,0,0.05,0.0,61.2,121
2020-04-15 08:00:00,SMBLB4,0,0.05,0.0,60.5,120
2020-04-15 09:00:00,SMBLB4,0,0.05,0.0,61.7,121
2020-04-15 10:00:00,SMBLB4,0,0.05,0.0,61.1,121
2020-04-15 11:00:00,SMBLB4,0,0.05,0.0,60.2,121
2020-04-15 12:00:00,SMBLB4,0,0.06,0.0,58.9,121
2020-04-15 13:00:00,SMBLB4,0,0.06,0.0,58.0,119
2020-04-15 14:00:00,SMBLB4,0,0.05,0.0,57.0,120
2020-04-15 15:00:00,SMBLB4,0,0.05,0.0,56.3,120
2020-04-15 16:00:00,SMBLB4,0,0.05,0.0,54.8,120
2020-04-15 17:00:00,SMBLB4,0,0.04,0.0,54.5,119
2020-04-15 18:00:00,SMBLB4,0,0.05,0.0,55.6,119
2020-04-15 19:00:00,SMBLB4,1,10.3,655.91,148.6,119
2020-04-15 20:00:00,SMBLB4,1,10.07,655.9,152.0,120
2020-04-15 21:00:00,SMBLB4,1,10.46,655.88,150.3,119
2020-04-15 22:00:00,SMBLB4,1,10.46,655.86,150.1,121
2020-04-15 23:00:00,SMBLB4,0,0.05,0.0,59.4,119
2020-04-16 00:00:00,SMBLB4,0,0.05,0.0,60.2,121
2020-04-16 01:00:00,SMBLB4,0,0.05,0.0,61.1,120
2020-04-16 02:00:00,SMBLB4,0,0.06,0.0,60.5,119
2020-04-16 03:00:00,SMBLB4,0,0.05,0.0,60.0,120
2020-04-16 04:00:00,SMBLB4,0,0.05,0.0,58.7,120
2020-04-16 05:00:00,SMBLB4,0,0.05,0.0,58.1,121
2020-04-16 06:00:00,SMBLB4,1,9.81,655.84,148.8,119
2020-04-16 07:00:00,SMBLB4,1,9.95,655.82,149.5,120
2020-04-16 08:00:00,SMBLB4,1,10.69,655.81,149.7,121
2020-04-16 09:00:00,SMBLB4,0,0.05,0.0,54.5,121
2020-04-16 10:00:00,SMBLB4,0,0.05,0.0,55.2,119
2020-04-16 11:00:00,SMBLB4,0,0.05,0.0,56.3,121
2020-04-16 12:00:00,SMBLB4,0,0.05,0.0,56.6,120
2020-04-16 13:00:00,SMBLB4,0,0.04,0.0,57.6,119
2020-04-16 14:00:00,SMBLB4,0,0.05,0.0,60.5,120
2020-04-16 15:00:00,SMBLB4,0,0.05,0.0,58.9,120
2020-04-16 16:00:00,SMBLB4,0,0.05,0.0,61.0,119
2020-04-16 17:00:00,SMBLB4,0,0.06,0.0,60.8,120
2020-04-16 18:00:00,SMBLB4,0,0.05,0.0,62.1,119
2020-04-16 19:00:00,SMBLB4,1,10.23,655.79,150.8,120
2020-04-16 20:00:00,SMBLB4,1,10.24,655.77,150.5,119
2020-04-16 21:00:00,SMBLB4,1,10.22,655.75,151.5,120
2020-04-16 22:00:00,SMBLB4,1,10.6,655.74,150.4,121
2020-04-16 23:00:00,SMBLB4,0,0.05,0.0,55.0,120
2020-04-17 00:00:00,SMBLB4,0,0.05,0.0,56.3,121
2020-04-17 01:00:00,SMBLB4,0,0.04,0.0,55.4,121
2020-04-17 02:00:00,SMBLB4,0,0.05,0.0,55.3,121
